32;-Cafe Diable;-;-;-Carefully peel orange such that the peel comes off in one long spiral and set aside. Put the brandy, cloves and sugar into a chaffing dish and heat slowly. Grasp the orange peel by one end (in your left hand if you are right handed), and hold it above the chaffing dish such that the other end just touches the brandy. Using a ladle (with the other hand), scoop up some brandy, and light it from the flame below the chaffing dish. Pour the now flaming brandy gently down the orange peel as close to the top as possible. Be careful not to let any of the flaming brandy splash about. Repeat this process several times. Carefully set the orange peel aside onto a non-flammable surface. Slowly pour the coffee into the chaffing dish to extinguish the flames. Serve to guests in elegant coffee mugs.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
33;-Caipirinha;-;-;-Put limes and sugar into a tumbler, and muddle to extract juices and essential oils from the skin.Add the cachaça and stir. Fill with ice, and stir again.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
34;-Calvados Cocktail;-Calvados is an apple brandy famously made in the Normandy region of France. It's American counterpart is called Applejack, which in a pinch I suppose you could substitute, but only in a pinch. The Calvados Cocktail first appears in "The Savoy Cocktail Book", published in 1930 by Harry Craddock, the bartender at London's famous Savoy hotel. That recipe called for a lot more orange bitters, using essentially as much of that as there is Cointreau. I felt that was just a tad overbearing, so I've pulled it back to the more modest amount you see here. But feel free to kick it up a notch if you want!;-;-Shake with ice. Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
35;-Camparinete;-;-Garnish: Orange slice.;-Stir with ice. Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
36;-Captain's Blood;-;-Garnish: Spiral of lemon peel.;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
37;-Casino;-This is definately a gin-forward cocktail, using just scant amounts of lemon juice and maraschino liqueur. In both "Recipes for Mixed Drinks" (1917) and "The Savoy Cocktail Book" (1930), they called for Old Tom gin.;-Garnish: Cherry;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=194&width=160
38;-Champagne Cocktail;-;-Garnish: Lemon twist;-Saturate a sugar cube with bitters and drop it into an empty champagne flute. Slowly fill with champagne to prevent foam-over;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
39;-Champagne Flamingo;-;-Garnish: Orange twist.;-Shake vodka and Campari with ice.Strain into a champagne flute and top with champagne.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
40;-ChamPino;-;-Garnish: Lemon twist;-Shake Campari and sweet vermouth with ice.Strain into a cocktail glass and top with champagne.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
41;-Champs Elysées;-The earliest reference to the Champs Elysees that I have found, is from the 1930 edition of the Savoy Cocktail Book by Harry Craddock. In this recipe (presented in a proportion to serve 6 people) he simply listed "Chartreuse" as an ingredient, while elsewhere in the book he specifically lists recipes as using either the common green, or slightly less common yellow versions of Chartreuse, so I suppose that means you can use whichever you prefer in this drink.Lately, this drink has been showing up more frequently in many of the craft bars across the country. Where once drinks like the Aviation, and then the Last Word, were seen as drinks that proved your interest in classically crafted drinks, the Champs Elysees is the new favorite.;-Garnish: Lemon twist;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=222&width=160
42;-Chaplin;-I am always on the lookout for cocktails which use slightly offbeat, if not downright obscure ingredients. Ramazzotti as an Italian Amaro Bitters, which has a fairly robust and complex flavor. It can present a delightful play of flavors when balanced against the right ingredients. I ran across this drink at the Zig Zag Café in Seattle, where it is regularly one of their go-to drinks when a customer wants something just a bit different.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
43;-Chas;-One of the regulars at the Zig Zag Cafe loved his bourbon cocktails, to the point of never having anything else. There are of course, only so many bourbon cocktail recipes out there, so one time he asked Murray to come up with something different, and this was the result. The customers name was Charles, or "Chaz" to his friends.;-Garnish: Orange twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=175&width=160
44;-Chrysanthemum Cocktail;-This is one of those rare cocktails which doesn't feature one of the six base spirits (brandy, gin, rum, tequila, vodka, whiskey). Benedictine carries the day here, and since it is 80 proof like a base spirit I suppose it's just a slight deviation.;-Garnish: Orange twist.;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
45;-Clover Club;-;-;-Shake very well with ice.Strain into a wine glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
46;-Coffee Cocktail;-This is a fairly old cocktail, which I believe first appears in the 1887 edition of Jerry Thomas's Bartender's Guide. In it, he says: "The name of this drink is a misnomer, as coffee and bitters are not to be found among its ingredients, but it looks like coffeee when it has been properly concocted, and hence probably its name." It is important to note his point about "bitters" in the above. What he is pointing out, is that this drink is being classified as a "cocktail", and yet it doesn't include the defining ingredient for a cocktail, bitters.;-Garnish: Grated nutmeg;-Shake hard with ice.Strain into a wine glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
47;-Coffee Nudge;-This was a drink that I often had when I first started going to bars. I suppose it was part of the Seattle weather that caused me to lean towards often asking for a "hot drink", but the Coffee Nudge was one that was often recommended. I was to learn on trips outside o the Pacific Northwest, that you may need to ask for this drink using its alternate name of "Keoke Coffee" in order to get bartenders to know what you want.;-Garnish: Dollop of whip cream;-In a pre-warmed coffee mug, add the brandy, coffee liqueur, and crème de cacao.Pour in the coffee (decaf can be used if desired).;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
48;-Combustible Edison;-;-Garnish: Lemon twist.;-Shake Campari and lemon juice with ice.Strain into a cocktail glass.Heat brandy in a chafing dish.When brandy is warmed, ignite and pour in flaming stream into the cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
49;-Commodore;-;-;-Shake with ice.Strain into champagne flute.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
50;-Corpse Reviver #2;-This is the most popular of the "Corpse Reviver" cocktails, and typically is the only one that people know. It is an excellent drink which provides a delightful balance of ingredients.;-;-Shake with ice. Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=184&width=160
51;-Country Gentleman;-;-Garnish: Lemon twist.;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
52;-Cuba Libre;-;-Garnish: Squeezed wedge of lime.;-Pour into an ice filled tumbler.Add a generous squeeze of the lime wedge.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
53;-Daiquiri;-A deceptively simple drink, the Daiquiri is one that can be a good test of the skill of the bartender to create a properly balanced and refreshing drink. All of the flavors should come out crisp, clear, and without compromise.;-Garnish: Slice of lime.;-Gently shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=216&width=160
54;-Dark N' Stormy;-;-;-Pour into an ice filled Collins glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
55;-Death in the Afternoon;-;-;-Pour absinthe into a champagne flute.Top with champagne.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
56;-De La Louisiane;-;-Garnish: Cherry;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
57;-Delilah;-;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
58;-Delmonico;-The Delmonico Cocktail is named after what is considered to be the first restaurant opened in the United States. First opened in 1827, Delmonico's has suffered through fire, prohibition and a series of proprietors and still serves its famous steaks today. The eponymous cocktail is just as strong and long lived as the restaurant.;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=206&width=160
59;-Derby;-Benedictine is one of those products which often is gathering dust at most bars across the country. Typically they will even have just a bottle of "B&B" instead of Benedictine, which only shows that they don't really know how to use this product. So I am always on the lookout for great cocktails which can illustrate the value that Benedictine can bring to a drink. There are a few different cocktails going by the name of "Derby", but the version I show here is one which I think is an excellent drink to introduce people to the potential that Benedictine provides.;-Garnish: Lemon peel;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=248&width=160
60;-Diablo;-It’s hard to say exactly why this drink is called “Diablo” (Devil in Spanish), perhaps it is its red color, or perhaps it’s due to the little bit of spice brought in from the ginger ale. Either way, this is a wonderfully refreshing drink, and a good way to introduce somebody to tequila.;-Garnish: Lime wheel;-Shake tequila, cassis, and lime juice with ice.Strain into a collins glass.Top with ginger ale.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
61;-Diabolo;-From what I can figure out, a Diabolo is an odd-looking juggling device that almost looks like a yo-yo. Not quite sure what that has to do with this cocktail, but who am I to argue. I think the first appearance of this cocktail is in the 1930's "The Savoy Cocktail Book" by Harry Craddock, there he lists a recipe for six people, which I have scalled down here for a single drink.;-Garnish: Orange twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
62;-Eastern Sour;-;-Garnish: Shell of the lime used for the fresh juice.;-Shake with ice.Strain into an ice filled tumbler.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
63;-Egg Nog;-When most people think of Egg Nog, they simply think of the cardboard cartons tht they can get at the grocery store. I suppose you can develop a taste for that if you want, but I would prefer that you try at least once to make your own from scratch. It isn't terribly difficult, and I think it tastes a LOT better.And while it might sound counter intuitive, aged Egg Nog is even better. Just mix it up and put it in the fridge for a few weeks, or even longer.Another issue that might concern many when thinking about a drink made with raw eggs, has to do with the potential issues of salmonella. I am not a scientist, nor do I play one on TV, but these two videos from Ira Flatow's "Science Friday" website might give you some useful guidance and insight:Another Reason to Spike that Eggnog(http://www.sciencefriday.com/videos/another-reason-to-spike-that-eggnog-2/)It is a question on the minds of many people this season: will adding alcohol to the homemade eggnog safeguard against salmonella? To find out, Science Friday teamed up with eggnog expert and microbiologist Vince Fischetti, who agreed to run some tests in his lab at The Rockefeller University.And a followup/related video:Yet Another Reason to Spike That Eggnog(http://www.sciencefriday.com/videos/yet-another-reason-to-spike-that-eggnog/)A perennial holiday dilemma: will alcohol kill the bacteria in homemade eggnog? Microbiologists Vince Fischetti and Raymond Schuch, from The Rockefeller University, ran an experiment in the lab to see whether salmonella can survive in a vat of spiked eggnog.It has also become fashionable lately to "age" your eggnog. Since the above research appears to indicate that the salmonella fighting properties of alcohol increase with time, this just increases the rationale for this approach. While I haven't really looked into this yet myself (hard to resist drinking my eggnog immediately!), others have.Happy New Year! (with 2 year old nog!)by Michael Ruhlman | December 31, 2008We Aged Eggnog for 1 Year to See if It's Worth the WaitThe Food Lab - J. Kenji López-AltHow We Developed Great (and Safe) Aged EggnogBy the editors of Cook's IllustratedMy Aged Eggnog Recipeby Alton Brown ;-Garnish: Sprinkle of nutmeg;-In a large bowl, beat eggs until light and fomy. Add sugar and salt, beating until thick and lemon colored Stir in rum, cream, and milk Chill at least three hours.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
64;-El Presidente;-;-Garnish: Orange twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
65;-Fallen Leaves;-This is a lovely drink that I think reminds me of walking through an apple orchard on a crisp fall day after an early morning rain. I first encountered this drink when a bartender asked me if I happened to know its recipe (a customer having asked her to make one just a few days prior). After looking through countless books from my library to no avail, I finally found it in "American Bar" by Charles Schumann.;-Garnish: Large lemon peel, twisted over drink.;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
66;-Fancy-Free;-While Whiskey has always had its dedicated followers, for a long time it has been shunned by those who might feel the “brown spirits” are something which should be avoided. Lately however, there has been some renewed interest into this classic American spirit, and it’s flavorful characteristics. While a Manhattan might be a little too forward for the beginner, the Fancy-Free might provide a slightly more comfortable introduction.;-;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
67;-Floridita;-The "Floridita" Cocktail gets its name from the Floridita bar in Cuba. If you glance through various cocktail books, you will most likely find a variety of different drinks that go by this name, I'm not sure which one should be considered the original version, but this particular one I find to be quite delightful. You'll also learn about how to make homemade Grenadine in the process. (And as to the name of this drink using the masculine "El" instead of the feminine "La"... I've been told that while the establishment takes the feminine name of "Floridita", in Spanish the bar itself is masculine, and thus "El" should be used. At least that's what I've been told.);-Garnish: Lime twist;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=210&width=160
68;-French 75;-Apparently making it's first printed appearance in Harry Craddock's "The Savoy Cocktail Book" (1930), this drink is named after a 75-millimeter field gun that French forces and the American national Guard used during the First World War. While with "French" in the name, you might think this drink should really use brandy or cognac as the base spirit, but this drink is properly made with gin.;-;-Shake gin, lemon juice, and sugar with ice. Strain into ice filled collins glass. Fill with champagne.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
69;-French Quarter;-;-Garnish: Thin quarter wheel of lemon.;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
70;-Frostbite;-;-Garnish: Sprinkle of nutmeg;-Shake hard with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
71;-Gibson;-Technically, the Gibson is little more than a dry Martini garnished with pickled cocktail onions instead of a lemon twist (or olives). There can be deep debates as to if it indeed is a recipe needing a name of its own, or if it is in fact, just a Martini. Myself, I lean toward the idea that it is a recipe in its own right, if for no other reason then if a customer asked for a Martini, and you served it with cocktail onion as a garnish, they would feel that they indeed recieved the wrong drink. Likewise, if the customer asked for a Gibson, and you garnished the drink with anything except the cocktail onions, they would rightly question your abilities.;-Garnish: Cocktail onion;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
72;-Gimlet;-There are very few times when I recommend the use of a "commercial mix" when making cocktails. The Gimlet is perhaps my only exception. This drink was most likely first created as a way to utilize Rose's Lime juice/cordial, and frankly it isn't quite the same thing if you attempt to use fresh lime juice and simple syrup instead.;-;-Shake with ice.Strain into an ice-filled old fashioned glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=227&width=160
73;-Gin-Gin Mule;-;-Garnish: Mint leaves;-Combine lime juice, simple syrup, and mint in a mixing glass and muddle well. Add the gin, ginger beer, and ice, then shake well. Strain into an ice filled highball glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
74;-Goat's Delight;-;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
75;-Golden Dawn;-;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
76;-Golden Dream;-;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
77;-Gotham;-;-Garnish: Lemon twist;-Coat a chilled old fashioned glass with Pernod, then add the peach bitters, and brandy.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
78;-Guadalahara;-;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
79;-Harrington;-;-Garnish: Orange twist;-Stir with ice.Strain into a cocktail gass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
80;-Highland Cocktail;-;-;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
81;-Hoskins;-;-Garnish: Flamed orange peel.;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
82;-Hot Buttered Rum (batter mix);-;-Garnish: Grated nutmeg and/or dash of cinnamon;-Combine all ingredients and strir together until well blended and creamy In a pre-heated coffee mug, drop in 1 heaping teaspoon of the above batter. Add 2 ounces of Rum. Top with Hot Water. Stir well.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
83;-Income Tax;-;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
84;-Irish Coffee;-This famous drink was invented in 1942 by Joseph Sheridan, the head chef at Foynes Airbase in Limerick (Now Shannon International Airport) as a way to provide a warming beverage to their cold and weary travelers.;-Garnish: Float 1/2 inch of lightly whipped cream on the top.;-Pre-heat an Irish Coffee glass with hot water.Combine the coffee, whiskey, and sugar in the glass.Stir well to dissolve the sugar.;-http://drinkboy.com/ImageHandler.ashx?imageid=186&width=160
85;-Jack Rose;-;-Garnish: Lime wedge;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
86;-Jamaican Firefly;-;-Garnish: Lime wheel and piece of candied ginger.;-Shake with ice.Strain into an ice filled highball glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
87;-Japanese;-;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
88;-Jasmine;-This is a wonderful recipe created by Paul Harrington in the 1990's while working in San Francisco. I've slightly changed the ratios of his original version for the one I use. If you'd like to try Paul's original recipe, it was 1 1/2 oz gin, 1/4 oz Cointreau, 1/4 oz Campari, and 3/4 oz lemon juice.;-Garnish: Lemon twist;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
89;-Jupiter;-;-;-Be extremly careful with the measurement of the Parfait Amour. Too much will ruin this drink.Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
90;-Kamikaze;-;-Garnish: Lime twist.;-Shake with ice. Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
91;-Kangaroo;-;-Garnish: Lemon twist;-Stir with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
92;-Kir;-;-;-Pour wine into a wine glass, then add the crème de cassis.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
93;-Kir Royale;-;-Garnish: Lemon Twist;-Fill a champagne flute with champagne, and then add the crème de cassis.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
94;-Last Word;-There are often drinks which sit lonely and forgotten in some old cocktail book, just waiting to be rediscovered and brought to light. Such was the case with the Last Word. It was Murray Stenson, from the Zig Zag Cafe in Seattle who was browsing through "Bottom's Up" one night and ran across this recipe and decided to dust it off. Since then it was caught the attention of bartenders across the nation and has become "the" new drink that all craft bartenders cherrish. In "Bottom's Up", Ted Saucier has this to say about the drink:Courtesy, Detroit Athletic Club, Detroit "This cocktail was introduced around here about thirty years ago by Frank Fogarty, who was very well known in vaudeville. He was called the 'Dublin Minstrel,' and was a very fine monologue artist.";-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=214&width=160
95;-Leap Year;-Created by Harry Craddock for the Leap Year celebration at the Savoy Hotel in London on February 29th 1928.;-;-Shake with ice.Strain into a cocktail glass.;-http://drinkboy.com/ImageHandler.ashx?imageid=245&width=160
